latitude	longitude	store_name	code	location	imei
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	8630330696303482352
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303482188
31.76212	-95.63079	Palestine	US	America/Chicago	863033069630348461
10.61285	12.19458	Biu	NG	Africa/Lagos	863033069630348370
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	8630330696303481495
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	359043379931766650
37.65181	120.33063	Longgang	CN	Asia/Shanghai	863033069630348198
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	8630330696303481842
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	863033069630348826
-3.5403	118.9707	Majene	ID	Asia/Makassar	863033069630348990
51.12794	4.21372	Temse	BE	Europe/Brussels	8630330696303481156
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	8630330696303481529
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317661891
38.91817	-78.19444	Front Royal	US	America/New_York	863033069630348347
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317661156
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	3590433799317662444
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303481305
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	863033069630348016
40.92298	14.30935	Afragola	IT	Europe/Rome	359043379931766957
23.07492	88.28637	Pandua	IN	Asia/Kolkata	863033069630348875
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	359043379931766072
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	863033069630348149
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	359043379931766205
-34.88422	150.60036	Nowra	AU	Australia/Sydney	3590433799317661883
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661321
33.35283	-111.78903	Gilbert	US	America/Phoenix	8630330696303481859
12.37169	123.62494	Masbate	PH	Asia/Manila	8630330696303482139
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	359043379931766585
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	359043379931766627
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	359043379931766940
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317661941
40.72586	8.55552	Sassari	IT	Europe/Rome	863033069630348362
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	3590433799317661354
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	359043379931766882
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	359043379931766726
48.15659	28.28489	Soroca	MD	Europe/Chisinau	8630330696303482246
26.44931	91.61356	Rangia	IN	Asia/Kolkata	359043379931766866
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	359043379931766254
40.63316	-74.13653	Port Richmond	US	America/New_York	3590433799317661594
33.93113	-117.54866	Norco	US	America/Los_Angeles	8630330696303481586
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317662063
10.13361	124.84472	Maasin	PH	Asia/Manila	863033069630348537
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	8630330696303481818
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	8630330696303481057
50.76306	-1.29772	Cowes	GB	Europe/London	8630330696303481156
33.45122	-86.99666	Hueytown	US	America/Chicago	8630330696303481222
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317662428
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	3590433799317662345
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	3590433799317661925
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	8630330696303481701
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	359043379931766098
5.20856	-74.73584	Honda	CO	America/Bogota	3590433799317662493
-30.60106	-71.19901	Ovalle	CL	America/Santiago	8630330696303481917
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303481222
40.56754	-89.64066	Pekin	US	America/Chicago	3590433799317661503
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	863033069630348073
40.65538	-74.38987	Scotch Plains	US	America/New_York	359043379931766866
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	863033069630348313
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	8630330696303481966
30.21121	74.4818	Malaut	IN	Asia/Kolkata	863033069630348511
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	863033069630348560
43.1009	-75.23266	Utica	US	America/New_York	359043379931766015
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661206
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661594
43.61062	-72.97261	Rutland	US	America/New_York	3590433799317661784
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	863033069630348420
51.168	7.973	Finnentrop	DE	Europe/Berlin	8630330696303481453
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348255
36.08497	9.37082	Siliana	TN	Africa/Tunis	863033069630348891
53.81667	-3.05	Blackpool	GB	Europe/London	863033069630348388
33.45122	-86.99666	Hueytown	US	America/Chicago	359043379931766064
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	863033069630348347
51.39148	-0.29825	Surbiton	GB	Europe/London	863033069630348925
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	863033069630348636
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	8630330696303481057
43.11667	1.6	Pamiers	FR	Europe/Paris	863033069630348453
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	3590433799317661016
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348974
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	3590433799317661065
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303482345
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303481289
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	8630330696303481735
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	359043379931766288
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	359043379931766866
37.60876	-77.37331	Mechanicsville	US	America/New_York	8630330696303481032
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	863033069630348594
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	3590433799317661511
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	3590433799317662337
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303482055
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	359043379931766916
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	863033069630348016
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	8630330696303481008
13.56667	-15.6	Farafenni	GM	Africa/Banjul	359043379931766270
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348487
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	3590433799317662360
40.72371	-73.95097	Greenpoint	US	America/New_York	863033069630348768
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317661321
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	8630330696303482352
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303481883
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	863033069630348784
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303481206
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	863033069630348156
39.32288	-76.72803	Woodlawn	US	America/New_York	359043379931766064
33.7207	-116.21677	Indio	US	America/Los_Angeles	8630330696303482188
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	8630330696303481024
28.54944	-81.77285	Clermont	US	America/New_York	863033069630348941
37.65639	126.835	Goyang-si	KR	Asia/Seoul	3590433799317661024
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348024
48.35693	10.98461	Friedberg	DE	Europe/Berlin	863033069630348602
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	3590433799317661156
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	8630330696303482246
47.98372	10.18527	Memmingen	DE	Europe/Berlin	8630330696303481750
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	359043379931766486
52.41667	0.75	Thetford	GB	Europe/London	863033069630348214
27.09978	-82.45426	Venice	US	America/New_York	3590433799317662337
32.35126	-95.30106	Tyler	US	America/Chicago	8630330696303482329
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317662402
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317661107
53.37596	51.3452	Otradnyy	RU	Europe/Samara	3590433799317662154
55.25	24.75	Ukmerge	LT	Europe/Vilnius	3590433799317661230
-32.05251	115.88782	Willetton	AU	Australia/Perth	3590433799317661917
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348750
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317661321
-3.74912	-73.25383	Iquitos	PE	America/Lima	8630330696303482493
40.92298	14.30935	Afragola	IT	Europe/Rome	3590433799317661222
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317661529
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	863033069630348735
8.56697	123.33471	Dipolog	PH	Asia/Manila	359043379931766551
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	359043379931766916
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	8630330696303482006
40.55851	17.80774	Mesagne	IT	Europe/Rome	3590433799317661933
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348701
43.1009	-75.23266	Utica	US	America/New_York	863033069630348701
53.19146	-2.52398	Winsford	GB	Europe/London	8630330696303482089
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	3590433799317662436
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	359043379931766072
43.32393	5.4584	Les Olives	FR	Europe/Paris	863033069630348974
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348289
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317661610
36.6009	126.665	Hongseong	KR	Asia/Seoul	8630330696303482378
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	863033069630348024
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661271
40.82232	-74.15987	Nutley	US	America/New_York	359043379931766635
53.78333	-1.06667	Selby	GB	Europe/London	8630330696303482147
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	3590433799317661214
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	863033069630348875
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	359043379931766627
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	8630330696303481131
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481412
8.62261	-70.20749	Barinas	VE	America/Caracas	3590433799317661040
52.86147	9.5926	Walsrode	DE	Europe/Berlin	3590433799317661321
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303482121
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348891
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	863033069630348735
36.92574	14.72443	Ragusa	IT	Europe/Rome	3590433799317662345
65.84811	24.14662	Tornio	FI	Europe/Helsinki	8630330696303482238
34.09668	-117.71978	Claremont	US	America/Los_Angeles	863033069630348115
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	8630330696303481354
29.84576	-90.10674	Estelle	US	America/Chicago	3590433799317662162
68.79833	16.54165	Harstad	NO	Europe/Oslo	8630330696303482188
8.79577	-75.69947	San Carlos	CO	America/Bogota	359043379931766148
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	863033069630348974
-8.99167	125.21972	Maliana	TL	Asia/Dili	3590433799317661826
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	8630330696303481578
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481628
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	359043379931766635
-30.60106	-71.19901	Ovalle	CL	America/Santiago	8630330696303481073
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303481610
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	359043379931766866
42.58342	-71.8023	Fitchburg	US	America/New_York	359043379931766403
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	359043379931766015
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481636
34.9	137.5	Shinshiro	JP	Asia/Tokyo	3590433799317661198
59.80917	30.38167	Shushary	RU	Europe/Moscow	3590433799317661255
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	8630330696303482279
41.15376	-87.88754	Bourbonnais	US	America/Chicago	359043379931766320
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	863033069630348677
49.28669	1.00288	Elbeuf	FR	Europe/Paris	359043379931766304
42.24113	-88.3162	Crystal Lake	US	America/Chicago	359043379931766312
55.82737	-4.0573	Viewpark	GB	Europe/London	359043379931766734
50.80019	7.20769	Siegburg	DE	Europe/Berlin	3590433799317661453
14.62578	121.12251	Antipolo	PH	Asia/Manila	3590433799317662469
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	359043379931766031
36.6009	126.665	Hongseong	KR	Asia/Seoul	359043379931766379
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	863033069630348941
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661446
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303482378
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	3590433799317661792
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	3590433799317662477
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	359043379931766361
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	3590433799317661271
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766064
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	359043379931766577
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	3590433799317661115
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317662394
35.64889	117.27583	Sishui	CN	Asia/Shanghai	359043379931766874
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	863033069630348354
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	8630330696303481602
50.511002	14.150558	Terezín	CZ	Europe/Prague	863033069630348230
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	359043379931766882
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	863033069630348354
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348396
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	8630330696303482014
23.0072	-82.4017	Boyeros	CU	America/Havana	8630330696303481867
49.28669	1.00288	Elbeuf	FR	Europe/Paris	8630330696303481347
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303481719
54.52156	9.5586	Schleswig	DE	Europe/Berlin	863033069630348099
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317661669
41.48199	-81.79819	Lakewood	US	America/New_York	8630330696303481297
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	863033069630348768
31.28092	74.85849	Patti	IN	Asia/Kolkata	8630330696303481420
4.73245	-74.26419	Madrid	CO	America/Bogota	8630330696303481602
43.11667	1.6	Pamiers	FR	Europe/Paris	8630330696303481008
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317661248
-30.60106	-71.19901	Ovalle	CL	America/Santiago	3590433799317662030
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	3590433799317662162
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	3590433799317661420
39.71734	-74.96933	Sicklerville	US	America/New_York	3590433799317662220
10.61285	12.19458	Biu	NG	Africa/Lagos	359043379931766676
21.28306	-89.66123	Progreso	MX	America/Merida	8630330696303481891
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	3590433799317661123
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317661867
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	8630330696303481818
23.02677	113.13148	Foshan	CN	Asia/Shanghai	8630330696303481644
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348362
14.8361	120.97844	Guyong	PH	Asia/Manila	8630330696303481016
23.49668	86.68363	Adra	IN	Asia/Kolkata	359043379931766205
26.2649	81.54855	Jais	IN	Asia/Kolkata	863033069630348552
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661073
45.49428	-122.86705	Aloha	US	America/Los_Angeles	3590433799317661735
48	-4.1	Quimper	FR	Europe/Paris	359043379931766395
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	863033069630348867
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	8630330696303482279
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	359043379931766130
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	3590433799317661495
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	359043379931766494
41.48199	-81.79819	Lakewood	US	America/New_York	3590433799317662105
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303482444
46.18396	6.10237	Onex	CH	Europe/Zurich	8630330696303482436
26.18924	-98.15529	San Juan	US	America/Chicago	359043379931766890
10.22677	-67.33122	La Victoria	VE	America/Caracas	863033069630348412
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	3590433799317661982
33.35283	-111.78903	Gilbert	US	America/Phoenix	8630330696303481396
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	3590433799317662196
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	8630330696303481131
34.56861	105.89333	Beidao	CN	Asia/Shanghai	359043379931766692
38.96372	-76.99081	Chillum	US	America/New_York	863033069630348750
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317661396
10.20898	123.758	Naga	PH	Asia/Manila	359043379931766361
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	8630330696303481263
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	3590433799317662386
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	863033069630348222
-8.28333	-35.03333	Cabo	BR	America/Recife	863033069630348875
37.65181	120.33063	Longgang	CN	Asia/Shanghai	3590433799317662055
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	3590433799317661818
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	359043379931766056
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303481602
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303482196
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	359043379931766346
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317661081
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766767
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	3590433799317661636
40.5576	-74.28459	Woodbridge	US	America/New_York	863033069630348024
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	359043379931766387
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	359043379931766478
42.7392	-84.62081	Waverly	US	America/Detroit	3590433799317661024
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	3590433799317661404
39.32288	-76.72803	Woodlawn	US	America/New_York	3590433799317662170
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	8630330696303481289
25.67927	-80.31727	Kendall	US	America/New_York	863033069630348479
43.35071	46.10925	Gudermes	RU	Europe/Moscow	863033069630348099
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	359043379931766999
48.35693	10.98461	Friedberg	DE	Europe/Berlin	359043379931766478
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	863033069630348693
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317662121
41.55815	-73.0515	Waterbury	US	America/New_York	8630330696303481123
4.96667	10.7	Tonga	CM	Africa/Douala	3590433799317662071
41.66394	-83.55521	Toledo	US	America/New_York	3590433799317661495
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303481024
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	8630330696303481560
0.46005	34.11169	Busia	KE	Africa/Nairobi	863033069630348412
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	359043379931766122
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303481008
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	359043379931766254
53.43333	-7.95	Athlone	IE	Europe/Dublin	8630330696303481321
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481545
41.80753	-87.65644	New City	US	America/Chicago	863033069630348495
37.60876	-77.37331	Mechanicsville	US	America/New_York	3590433799317661396
6.33444	124.95278	Tupi	PH	Asia/Manila	8630330696303481321
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	863033069630348289
30.16688	-96.39774	Brenham	US	America/Chicago	359043379931766403
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	8630330696303481776
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481230
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	8630330696303481917
45.4473	-73.75335	Dorval	CA	America/Toronto	3590433799317661495
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	359043379931766247
43.61062	-72.97261	Rutland	US	America/New_York	8630330696303481701
50.82709	6.9747	Wesseling	DE	Europe/Berlin	3590433799317662303
43.32686	-2.98884	Leioa	ES	Europe/Madrid	3590433799317661255
40.34912	-111.90466	Saratoga Springs	US	America/Denver	3590433799317661677
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	863033069630348479
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303481305
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661909
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317662162
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	3590433799317662022
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	359043379931766783
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661248
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	3590433799317661875
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348727
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	863033069630348768
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	359043379931766577
36.06523	-119.01677	Porterville	US	America/Los_Angeles	8630330696303482196
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303481271
31.28092	74.85849	Patti	IN	Asia/Kolkata	3590433799317661479
49.183239	15.454273	Telč	CZ	Europe/Prague	3590433799317662261
14.53767	46.83187	Ataq	YE	Asia/Aden	8630330696303481339
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	359043379931766742
42.97086	-82.42491	Port Huron	US	America/Detroit	3590433799317661859
39.08367	-84.50855	Covington	US	America/New_York	8630330696303481677
33.08014	-83.2321	Milledgeville	US	America/New_York	863033069630348297
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	3590433799317662188
40.72371	-73.95097	Greenpoint	US	America/New_York	3590433799317661560
32.35126	-95.30106	Tyler	US	America/Chicago	3590433799317662436
24.05979	77.40858	Leteri	IN	Asia/Kolkata	359043379931766619
40.34912	-111.90466	Saratoga Springs	US	America/Denver	3590433799317661156
18.51957	73.85535	Pune	IN	Asia/Kolkata	359043379931766627
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	8630330696303481586
28.90054	-81.26367	Deltona	US	America/New_York	3590433799317661610
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	8630330696303482113
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766775
37.49223	15.07041	Catania	IT	Europe/Rome	3590433799317662204
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317661131
52.09	5.23333	Zeist	NL	Europe/Amsterdam	359043379931766643
42.22718	14.39024	Lanciano	IT	Europe/Rome	3590433799317661081
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317661701
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348925
28.15112	-82.46148	Lutz	US	America/New_York	863033069630348370
39.32011	-76.51552	Rosedale	US	America/New_York	8630330696303481784
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	863033069630348305
53.43333	-7.95	Athlone	IE	Europe/Dublin	359043379931766544
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	863033069630348446
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481214
53.37596	51.3452	Otradnyy	RU	Europe/Samara	359043379931766874
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317662188
14.66	120.56528	Pilar	PH	Asia/Manila	863033069630348974
42.4251	-71.06616	Malden	US	America/New_York	3590433799317661529
33.98154	-81.23621	Lexington	US	America/New_York	3590433799317662253
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	3590433799317661503
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	863033069630348107
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348339
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	3590433799317661347
36.72544	3.55665	Thenia	DZ	Africa/Algiers	863033069630348933
42	21.32778	Saraj	MK	Europe/Skopje	359043379931766858
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	359043379931766692
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317661339
