ts	imei	mwra	c.android.youtube	c.katana	c.dogalize	c.android.chrome	c.android.gm	c.UCMobile.x86	c.raider	c.android.vending	c.updateassist	c.UCMobile.intl
2018-05-05 10:38:00	8630330696303481990	0.00000	10.67460	12.30072	9.78618	9.23581	14.99501	49.68562	63.31665	39.76128	68.86118	46.61944
2018-05-05 10:39:00	359043379931766866	0.00000	11.68988	9.25204	14.53717	11.37669	12.70951	58.07142	1.53302	10.66401	33.39526	34.96337
2018-05-05 10:40:00	3590433799317661701	0.00000	13.16976	9.50498	15.91788	14.53790	8.42897	45.34658	0.38223	54.32811	26.00934	76.04364
2018-05-05 10:41:00	8630330696303481800	0.00000	13.72148	11.94883	14.38937	11.23548	7.77903	93.02738	69.81230	17.22440	25.91434	71.78531
2018-05-05 10:42:00	8630330696303482469	1.00000	13.32114	12.96038	7.64048	13.45886	12.40951	4.06014	21.74203	96.44059	75.04227	63.45061
2018-05-05 10:43:00	8630330696303481636	0.00000	14.16949	11.45599	9.53341	9.46245	15.35156	97.10013	73.41440	25.11747	88.05916	47.49320
2018-05-05 10:44:00	8630330696303482345	1.00000	13.59830	15.21998	9.46348	10.23352	10.52427	7.64990	19.57289	11.82628	13.64844	43.44009
2018-05-05 10:45:00	8630330696303482055	1.00000	19.03906	15.55712	10.73415	15.50585	13.36139	95.96538	99.13330	50.20693	30.72989	55.50723
2018-05-05 10:46:00	863033069630348230	1.00000	13.69066	12.57398	15.00773	13.89744	15.57583	17.99468	32.98679	24.21566	59.13138	71.97709
2018-05-05 10:47:00	863033069630348180	1.00000	15.65440	10.60703	13.58198	12.21362	14.68229	25.79541	3.79647	14.52519	7.83333	33.65034
2018-05-05 10:48:00	3590433799317661800	0.00000	16.16591	6.88384	13.52177	10.88075	13.98976	51.12008	19.79325	6.08111	44.44969	18.46633
2018-05-05 10:49:00	8630330696303481099	0.00000	14.49569	13.44686	8.68555	10.76531	14.05126	38.74579	78.51595	61.79045	59.52657	4.15820
2018-05-05 10:50:00	3590433799317662089	1.00000	12.95905	11.25697	10.31315	14.58248	12.81555	76.09390	14.28149	45.57796	11.46055	54.10677
2018-05-05 10:51:00	8630330696303482394	0.00000	12.22653	11.99643	8.69552	9.14587	15.43285	68.26335	66.49153	31.07240	39.58870	81.70431
2018-05-05 10:52:00	3590433799317661289	1.00000	15.29114	15.89521	6.81129	8.74405	7.89173	69.70176	1.05017	96.70851	95.69347	10.73167
2018-05-05 10:53:00	3590433799317661453	1.00000	14.34093	15.73709	10.44961	7.89610	7.69835	53.78136	80.77098	57.11859	8.23122	7.22137
2018-05-05 10:54:00	8630330696303482170	1.00000	10.84381	14.69152	9.75317	12.40532	15.18037	53.83736	60.59676	67.84917	27.54689	86.78677
2018-05-05 10:55:00	863033069630348248	1.00000	18.75571	13.11238	14.16935	11.46084	13.00696	82.75462	48.02244	27.30062	59.23376	53.98674
2018-05-05 10:56:00	863033069630348875	1.00000	14.08182	15.59581	9.87534	17.70520	14.25360	23.01273	80.49630	89.41533	29.65950	97.07044
2018-05-05 10:57:00	8630330696303481107	0.00000	13.34502	5.29152	12.21463	9.02575	13.43225	17.34002	45.21831	57.21228	55.28136	20.97851
2018-05-05 10:58:00	8630330696303481800	1.00000	13.76136	19.06801	11.39844	9.11710	7.60811	66.92378	90.76448	69.74790	95.36840	66.32063
2018-05-05 10:59:00	3590433799317661776	0.00000	11.63260	14.25745	7.69543	12.18588	14.35486	22.91288	94.78035	17.80819	90.04081	50.42843
2018-05-05 11:00:00	359043379931766312	0.00000	12.67531	10.61436	13.78576	12.09940	9.91726	85.59562	0.99781	83.85801	51.39593	29.13402
2018-05-05 11:01:00	863033069630348073	0.00000	15.27121	9.13220	13.80100	10.98270	8.63617	56.03578	3.04772	67.37396	37.24377	1.26428
2018-05-05 11:02:00	359043379931766361	0.00000	11.95332	8.01499	16.26016	15.48098	11.51056	19.54019	30.12704	21.53436	70.70376	86.60223
2018-05-05 11:03:00	863033069630348792	0.00000	15.65633	11.79262	14.35916	12.43503	13.26795	20.66580	89.98981	93.33605	69.33947	15.67884
2018-05-05 11:04:00	359043379931766288	0.00000	14.22447	12.04735	16.29676	12.67878	8.79007	80.13245	81.72937	56.17745	94.64337	13.16727
2018-05-05 11:05:00	3590433799317662097	1.00000	14.64802	13.96574	8.41395	10.30645	12.42333	44.67059	92.97209	52.42776	13.44577	52.23321
2018-05-05 11:06:00	8630330696303482261	1.00000	15.56573	15.48294	7.13956	11.90857	13.80365	43.15761	54.13794	5.76618	98.36399	91.45100
2018-05-05 11:07:00	359043379931766791	0.00000	12.34625	11.91511	10.28464	9.13639	15.87210	66.62540	24.70531	24.42707	84.04706	15.54058
2018-05-05 11:08:00	8630330696303481297	1.00000	16.15552	15.65807	13.08645	9.14417	11.47257	97.87866	51.23122	62.26675	22.25317	21.00891
2018-05-05 11:09:00	359043379931766122	1.00000	15.07170	13.62664	8.72758	16.44411	14.51632	48.94281	61.80668	82.83129	97.36464	95.27288
2018-05-05 11:10:00	359043379931766387	1.00000	11.54740	6.65927	11.71860	13.09454	12.37170	70.09695	71.16658	35.83022	25.21813	86.50172
2018-05-05 11:11:00	8630330696303482451	0.00000	16.85705	8.40633	10.13606	13.01659	13.51779	42.63000	55.84134	34.79749	38.86822	10.13727
2018-05-05 11:12:00	359043379931766262	1.00000	16.20584	14.03660	12.72537	11.53652	12.43096	98.76938	36.33131	44.78549	44.92035	64.68707
2018-05-05 11:13:00	3590433799317661370	1.00000	13.77775	14.30271	12.19922	14.17999	17.61712	3.16240	54.29367	36.84608	50.56393	64.80596
2018-05-05 11:14:00	863033069630348396	1.00000	13.45809	16.55519	8.76465	15.09038	13.87693	53.46173	73.87895	14.69083	4.59255	52.52743
2018-05-05 11:15:00	8630330696303481636	1.00000	12.40181	13.01092	10.17168	9.68652	13.26475	95.56783	12.72214	3.73732	92.70206	46.87661
2018-05-05 11:16:00	8630330696303482188	1.00000	13.24123	13.62333	12.33534	8.90900	13.58130	48.07876	71.79141	81.71662	35.39011	57.73198
2018-05-05 11:17:00	359043379931766429	1.00000	14.22484	12.31766	9.01404	14.57924	13.97542	7.64155	88.83188	42.26981	51.74457	41.55121
2018-05-05 11:18:00	863033069630348107	1.00000	14.39352	14.52417	8.33345	14.37144	8.79836	25.15976	17.96050	59.01317	88.66849	27.50452
2018-05-05 11:19:00	8630330696303481115	0.00000	14.49508	9.75191	12.40693	11.87572	15.21716	65.11578	70.89798	28.90500	16.96856	28.55240
2018-05-05 11:20:00	3590433799317661867	1.00000	15.46238	12.38599	15.51114	11.32160	12.88723	64.94694	59.53303	37.15565	98.15751	11.76110
2018-05-05 11:21:00	863033069630348503	0.00000	14.62610	12.53160	11.96895	11.27715	12.40938	37.37287	42.99231	81.30300	54.61367	58.25143
2018-05-05 11:22:00	863033069630348040	1.00000	10.01555	13.23003	11.80951	15.39606	16.03416	65.17188	19.90653	65.92651	11.81914	97.87450
2018-05-05 11:23:00	8630330696303482113	1.00000	12.79343	11.89699	14.20581	10.43422	10.32325	10.68564	97.87204	12.39224	96.24098	85.12394
2018-05-05 11:24:00	8630330696303481644	0.00000	15.05094	10.86252	13.72587	12.83121	12.14347	72.41588	92.93842	31.04102	88.31337	35.76142
2018-05-05 11:25:00	3590433799317661891	1.00000	11.30286	14.87404	10.11497	7.34532	8.78798	39.59706	18.00774	20.51215	64.14219	21.03853
2018-05-05 11:26:00	8630330696303481453	1.00000	16.78444	12.54638	7.82755	13.71625	13.02188	16.27500	55.56721	58.04415	76.53825	72.92857
2018-05-05 11:27:00	3590433799317661412	1.00000	15.45377	14.25845	9.22419	7.67684	7.57005	11.72302	92.56498	73.59911	17.52996	55.17307
2018-05-05 11:28:00	863033069630348974	1.00000	15.19287	13.79075	10.02031	14.49151	12.32830	82.40261	38.53016	26.02503	58.14181	45.24135
2018-05-05 11:29:00	863033069630348529	1.00000	13.69776	13.92921	10.23475	9.63320	16.30448	84.70377	75.91805	86.61373	1.14107	46.93526
2018-05-05 11:30:00	3590433799317662006	1.00000	14.00536	11.34473	8.11243	12.58100	12.62221	52.70052	23.46715	93.49985	77.82660	53.98233
2018-05-05 11:31:00	3590433799317661370	1.00000	13.93505	11.56162	11.43854	14.41811	14.05740	48.11517	41.52844	97.09250	87.69751	49.09739
2018-05-05 11:32:00	359043379931766668	0.00000	15.51035	13.20656	9.90722	13.65278	13.31326	6.46711	85.19411	80.78794	64.51126	95.99613
2018-05-05 11:33:00	863033069630348537	1.00000	17.38896	15.42941	11.14512	15.27422	12.66658	36.40142	77.16144	23.68592	81.95770	92.98394
2018-05-05 11:34:00	863033069630348180	1.00000	14.73864	10.70145	6.86243	14.44892	11.83533	63.55843	41.50899	23.82291	95.06557	87.77016
2018-05-05 11:35:00	863033069630348438	0.00000	14.95474	8.66873	8.62499	10.34671	12.70249	71.06643	32.07826	98.64774	65.28126	14.48556
2018-05-05 11:36:00	8630330696303482238	1.00000	12.83628	16.45052	9.02597	9.65945	7.51703	20.44616	82.86280	22.92787	49.65825	23.40931
2018-05-05 11:37:00	359043379931766221	0.00000	14.01758	8.74166	15.16991	9.44782	15.00467	56.64883	6.96365	33.72910	41.44784	24.20345
2018-05-05 11:38:00	359043379931766171	1.00000	14.66708	16.18330	12.22044	14.38485	14.52331	39.71433	96.79020	60.13847	23.45229	32.01304
2018-05-05 11:39:00	3590433799317661677	1.00000	11.29872	13.59613	8.63959	9.74661	7.99309	50.57126	73.73234	78.22549	99.96611	46.64563
2018-05-05 11:40:00	8630330696303481784	1.00000	15.21033	17.47703	8.41443	15.24148	13.30321	77.94940	26.53239	24.44578	75.00394	45.32995
2018-05-05 11:41:00	8630330696303482063	1.00000	14.28002	13.71644	10.49259	13.35382	13.99561	85.32859	71.11018	68.28753	76.76688	35.45646
2018-05-05 11:42:00	8630330696303481180	0.00000	14.39711	12.05494	13.07451	14.82995	14.91140	7.72397	59.98671	78.20990	35.37583	65.70545
2018-05-05 11:43:00	359043379931766973	1.00000	9.98686	14.45473	9.62735	9.80693	7.95135	26.42852	69.34149	61.87916	86.12228	59.31515
2018-05-05 11:44:00	863033069630348560	0.00000	13.70938	9.04859	13.06174	6.79283	14.07317	43.18622	3.38521	24.57435	16.08015	98.63631
2018-05-05 11:45:00	359043379931766551	0.00000	13.41404	9.60372	10.30228	8.93884	15.30485	88.68870	95.62957	12.54741	13.40600	38.21706
2018-05-05 11:46:00	8630330696303482287	1.00000	9.05087	14.28056	8.26289	11.26188	16.43321	66.77459	18.35509	18.29703	57.49337	39.02377
2018-05-05 11:47:00	863033069630348750	1.00000	16.68772	12.76270	10.04465	13.18803	14.18957	71.80587	88.84027	36.51028	48.26030	52.24323
2018-05-05 11:48:00	863033069630348792	1.00000	12.59048	19.33038	13.92113	15.20216	12.35862	76.06441	25.21191	26.92348	95.79860	96.01838
2018-05-05 11:49:00	863033069630348198	1.00000	13.21450	16.47862	7.52039	11.56702	15.14448	41.21518	61.38351	24.48030	13.91274	0.41659
2018-05-05 11:50:00	863033069630348909	1.00000	16.64303	17.72769	12.45830	8.73940	7.85898	23.06941	4.17509	44.65468	69.39395	87.71539
2018-05-05 11:51:00	359043379931766734	1.00000	15.97733	8.31615	10.77780	10.85974	8.03994	75.47752	87.34548	28.87229	37.20496	44.02389
2018-05-05 11:52:00	8630330696303481594	1.00000	16.18438	15.01843	6.84870	15.90650	11.88517	88.22058	79.89225	37.52657	10.67467	83.74517
2018-05-05 11:53:00	359043379931766585	1.00000	19.02683	14.33498	9.85913	16.59554	10.94593	3.70604	15.74787	41.88102	71.00641	44.41059
2018-05-05 11:54:00	863033069630348438	1.00000	10.88566	13.75845	5.84583	11.03848	14.46338	30.58745	83.57356	38.24828	70.20972	79.48182
2018-05-05 11:55:00	3590433799317661453	0.00000	14.47589	9.46575	12.65385	8.15063	10.22413	98.82906	0.41110	45.76143	29.43982	34.61072
2018-05-05 11:56:00	359043379931766247	1.00000	16.97489	14.93263	13.36044	16.82448	16.92647	16.23141	41.84152	78.95072	76.93761	31.45435
2018-05-05 11:57:00	8630330696303481800	1.00000	8.98511	13.56324	10.69444	13.59728	16.24340	19.27372	11.90647	56.02332	95.91645	6.97580
2018-05-05 11:58:00	359043379931766098	0.00000	11.35027	9.93081	8.27129	8.03892	15.52085	46.51688	16.36921	75.41892	60.45115	92.15888
2018-05-05 11:59:00	8630330696303481511	1.00000	17.44174	11.93247	12.88738	11.86105	15.10194	88.83087	61.36515	70.98693	65.50331	74.21251
2018-05-05 12:00:00	863033069630348057	1.00000	12.10254	16.15242	4.37771	13.35807	12.64644	32.96017	49.38440	20.81364	83.67409	34.82591
2018-05-05 12:01:00	359043379931766049	0.00000	10.14541	12.07437	9.37066	11.31679	14.04110	69.01241	69.52080	32.47656	20.96984	0.10234
2018-05-05 12:02:00	359043379931766726	1.00000	14.47759	11.40468	11.70149	12.63267	14.69357	95.87250	6.23566	77.47580	76.40094	27.57839
2018-05-05 12:03:00	863033069630348057	0.00000	17.47462	11.64939	14.60315	10.34886	7.32113	57.41857	32.76960	88.60275	58.48154	57.14629
2018-05-05 12:04:00	863033069630348578	0.00000	12.44364	12.87151	15.92030	13.03460	9.67570	49.01621	64.31736	64.03640	75.21020	59.46695
2018-05-05 12:05:00	8630330696303481008	1.00000	15.21890	14.74372	8.96267	11.80589	8.63886	79.89657	24.28335	60.53782	34.00350	84.95999
2018-05-05 12:06:00	359043379931766346	0.00000	13.72267	13.46213	10.23099	10.64682	10.36245	45.66904	40.35612	69.41722	92.29128	58.45396
2018-05-05 12:07:00	3590433799317662055	0.00000	15.25436	12.54290	16.21041	12.36085	9.70017	99.45008	91.80921	93.74757	32.83135	49.47475
2018-05-05 12:08:00	359043379931766866	1.00000	11.65009	14.79460	14.02942	13.03856	14.92469	72.57593	47.26601	93.72702	6.87550	10.28632
2018-05-05 12:09:00	3590433799317661933	1.00000	15.78253	15.26998	9.77056	14.72697	13.82873	96.73312	60.94350	10.19139	87.77353	40.25592
2018-05-05 12:10:00	3590433799317661644	1.00000	16.00562	14.24109	7.76047	11.56146	9.49627	92.29165	34.32559	5.65784	10.74560	29.77036
2018-05-05 12:11:00	8630330696303482394	1.00000	19.46962	16.48930	9.33377	18.84730	12.74598	61.34285	6.97962	48.01360	52.14061	97.07369
2018-05-05 12:12:00	863033069630348149	1.00000	16.68942	12.35656	8.20763	15.69505	13.09299	7.32444	8.48165	16.67912	32.53667	73.33520
2018-05-05 12:13:00	359043379931766197	1.00000	10.41868	13.80705	13.76396	13.69161	18.11698	87.14122	80.64237	47.92603	80.49083	59.44277
2018-05-05 12:14:00	8630330696303482055	1.00000	11.83331	10.81204	9.24487	10.85803	13.67801	57.73199	5.13439	71.56792	40.69952	61.97975
2018-05-05 12:15:00	8630330696303482493	1.00000	11.14041	14.69582	10.58884	13.47153	16.10958	52.35668	32.70983	15.57527	92.43285	33.51929
2018-05-05 12:16:00	359043379931766734	0.00000	16.16292	10.25527	14.52662	13.23360	8.95410	84.41195	69.49333	32.92186	34.57520	7.93240
2018-05-05 12:17:00	3590433799317661784	0.00000	18.01854	11.00443	12.69749	12.90673	7.46342	70.45448	7.00113	57.48948	91.61702	65.14206
2018-05-05 12:18:00	359043379931766585	1.00000	16.53477	13.56290	11.37837	9.16707	10.01218	4.92926	31.89077	40.11582	82.75689	35.33778
2018-05-05 12:19:00	3590433799317662113	0.00000	14.22500	11.11586	16.10510	12.76304	11.01202	1.46143	61.95469	82.69277	63.43022	70.48484
2018-05-05 12:20:00	3590433799317662220	0.00000	13.97574	7.99416	11.79406	9.65633	14.63850	77.40806	81.78560	27.24084	64.14935	9.21075
2018-05-05 12:21:00	3590433799317661792	1.00000	16.21015	12.93938	12.31309	13.34142	13.50331	18.78367	95.87636	44.81353	30.25950	73.99189
2018-05-05 12:22:00	8630330696303481826	1.00000	13.09806	12.98866	15.00187	10.64520	10.21029	21.05322	90.76472	8.17979	90.13924	15.37323
2018-05-05 12:23:00	3590433799317662287	1.00000	13.94497	15.20801	8.04439	13.34363	14.44885	78.50749	12.56339	81.28739	91.72096	84.49208
2018-05-05 12:24:00	8630330696303481511	0.00000	13.26457	10.77972	12.04283	7.54912	11.26473	26.25184	96.75750	29.87894	18.38259	85.23542
2018-05-05 12:25:00	359043379931766510	0.00000	13.77779	9.15629	7.93516	9.51330	15.94750	89.60657	72.69844	56.36436	66.15268	54.21988
2018-05-05 12:26:00	3590433799317661263	1.00000	13.32014	14.80966	12.25277	11.71367	9.50564	14.30204	68.85499	6.71193	15.62296	53.77089
2018-05-05 12:27:00	863033069630348347	1.00000	16.32082	12.62402	12.44253	8.17725	11.42683	87.42402	86.68661	37.44827	76.70157	6.54598
2018-05-05 12:28:00	8630330696303481032	0.00000	12.14909	8.36703	12.50958	9.05742	14.61946	91.69049	21.50363	34.47745	36.87434	24.27866
2018-05-05 12:29:00	359043379931766122	1.00000	13.92592	13.86257	10.59000	11.92387	11.79011	1.64224	29.80641	37.78668	87.76550	29.34239
2018-05-05 12:30:00	3590433799317661305	1.00000	13.86458	11.64903	9.03397	12.18956	12.65743	5.64569	30.45971	36.19541	33.49282	24.61182
2018-05-05 12:31:00	863033069630348396	1.00000	10.49870	11.35052	11.82844	11.87383	13.70785	17.35549	22.49898	97.20680	7.86437	31.06344
2018-05-05 12:32:00	8630330696303482105	0.00000	15.60045	10.46937	14.56638	9.22128	10.05124	96.37991	87.83830	78.36680	42.77934	18.08783
2018-05-05 12:33:00	863033069630348685	1.00000	14.39046	13.73962	11.42110	12.38316	11.63793	66.28639	98.40146	29.71482	64.77590	9.05200
2018-05-05 12:34:00	863033069630348313	1.00000	10.20749	13.46705	11.77986	12.00466	16.83524	15.57596	32.49915	75.41530	22.45025	23.46849
2018-05-05 12:35:00	8630330696303481446	0.00000	16.65844	10.30917	11.61603	8.81964	15.42114	67.69328	60.93838	37.02539	43.61162	40.13366
2018-05-05 12:36:00	359043379931766213	1.00000	16.51428	15.56089	13.69251	10.49702	11.87410	52.81285	26.17205	5.64048	60.47737	90.60097
2018-05-05 12:37:00	359043379931766569	1.00000	12.47300	15.40877	11.00174	11.24481	12.25071	88.84674	93.25589	91.44983	44.13059	88.45650
2018-05-05 12:38:00	863033069630348867	1.00000	8.04086	10.16820	13.12358	10.78243	16.80674	49.51505	94.85004	3.92609	29.22658	11.36913
2018-05-05 12:39:00	8630330696303481206	1.00000	14.14423	13.63685	14.54191	10.35308	15.40525	71.65098	83.94367	24.47546	26.03330	10.44099
2018-05-05 12:40:00	863033069630348131	0.00000	13.01029	9.29317	15.14003	10.73992	13.31206	42.51578	27.36237	10.94763	45.87820	5.47346
2018-05-05 12:41:00	3590433799317661446	0.00000	16.40073	11.07572	12.23203	9.84387	6.18510	71.82332	58.05465	0.38943	55.45555	18.61239
2018-05-05 12:42:00	8630330696303482170	1.00000	12.65447	18.14181	11.91044	5.82048	7.79214	58.13581	5.86023	50.26533	60.82599	91.69864
2018-05-05 12:43:00	3590433799317661123	1.00000	17.59699	11.66592	11.32917	14.28902	13.57465	95.44863	89.94557	18.17966	55.48273	91.24235
2018-05-05 12:44:00	863033069630348560	0.00000	11.72000	11.07349	9.28067	10.68363	11.54300	45.53498	70.20256	33.69142	71.87172	92.74356
2018-05-05 12:45:00	8630330696303481552	0.00000	13.60355	11.18568	8.26053	12.88705	14.09693	27.73563	95.15947	74.92199	81.59137	75.92517
2018-05-05 12:46:00	3590433799317661156	1.00000	11.71372	17.16632	12.60271	7.99229	6.54834	94.73265	36.61012	67.53379	31.82878	99.65969
2018-05-05 12:47:00	8630330696303481990	0.00000	14.30682	13.59317	12.63691	10.50977	9.69264	9.15499	36.14312	52.31767	60.79742	22.12375
2018-05-05 12:48:00	359043379931766759	0.00000	14.36415	7.56881	9.94908	10.59073	13.61096	47.71174	36.53779	21.71789	48.64896	93.61180
2018-05-05 12:49:00	3590433799317661826	1.00000	18.53800	13.67356	7.70288	15.93183	12.57330	20.21022	36.01539	45.01492	49.09939	68.08841
2018-05-05 12:50:00	8630330696303482055	0.00000	14.66361	12.12167	14.22288	8.00489	11.81634	41.76198	50.57643	57.35705	84.75871	52.88811
2018-05-05 12:51:00	359043379931766114	0.00000	15.44897	9.78774	13.43120	8.77689	12.86448	20.03652	84.87689	56.93545	88.13539	45.07627
2018-05-05 12:52:00	863033069630348420	1.00000	14.55826	12.62622	18.03387	16.40428	13.76939	23.06225	77.11890	30.77245	27.16416	18.27188
2018-05-05 12:53:00	863033069630348602	0.00000	11.84031	11.68310	14.48717	8.95886	12.84154	49.12841	91.76227	11.86176	74.96661	24.08895
2018-05-05 12:54:00	8630330696303482311	0.00000	11.20319	10.56200	14.17951	8.29420	12.78177	2.20630	54.61057	80.68422	52.37000	21.79217
2018-05-05 12:55:00	3590433799317661545	1.00000	14.67479	15.64427	11.66362	15.04482	14.41558	90.42629	16.49295	16.42401	50.92125	60.06717
2018-05-05 12:56:00	8630330696303482402	1.00000	13.81054	17.27520	9.31869	13.82056	14.27584	7.28414	26.08342	70.30109	45.25183	84.87972
2018-05-05 12:57:00	8630330696303481214	1.00000	14.70591	13.16734	16.47762	11.20963	10.94179	70.78682	32.91449	62.67383	86.29601	86.70899
2018-05-05 12:58:00	359043379931766742	1.00000	16.81290	15.48403	9.63419	10.94361	10.73683	45.54060	33.25377	1.17974	99.19132	81.30261
2018-05-05 12:59:00	3590433799317661370	1.00000	14.47038	14.14917	12.97239	9.61528	11.56148	50.44234	94.85244	49.66341	42.18302	29.97735
2018-05-05 13:00:00	3590433799317662436	1.00000	11.91191	10.82301	12.44766	11.61656	16.90108	42.17009	38.85517	56.65628	7.92506	87.44686
2018-05-05 13:01:00	863033069630348305	1.00000	12.84988	14.91224	13.15427	16.88049	16.01864	62.28418	81.21006	59.83957	43.76512	53.10426
2018-05-05 13:02:00	3590433799317661511	1.00000	13.91434	10.41118	10.25553	15.27098	13.71097	4.84992	60.96772	20.22436	40.70051	26.91897
